salary,city,post_time,max_salary,url,company,title,min_salary
15000-25000/月,上海-浦东新区,12-30,25000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",上海方付通商务服务有限公司,Python开发工程师,15000
20000-30000/月,上海-浦东新区,12-30,30000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",新达达,Python高级开发工程师,20000
7000-12000/月,成都-武侯区,12-30,12000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",四川神琥科技有限公司,python高级工程师,7000
6000-8000/月,上海,12-30,8000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",上海扬讯计算机科技有限责任公司,服务器工程师(python、php),6000
3000-7000/月,青岛-市南区,12-30,7000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",青岛青软科技有限公司,Python/Ruby软件开发工程师,3000
15000-19999/月,长沙-岳麓区,12-29,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",长沙趣找网络科技有限公司,python(golang服务端开发),15000
10000-14999/月,上海-卢湾区,12-27,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",上海同济先声网络科技有限公司,python开发工程师,10000
8000-9999/月,西安-高新技术...,12-31,9999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",绿盟科技,python开发工程师（ROS）(J10395),8000
7000-10000/月,北京-海淀区,12-31,10000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",北京神鹰城讯科技股份有限公司,python爬虫工程师,7000
15000-19999/月,上海,12-31,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",上海豆壳信息科技有限公司,php或python程序员（数据程序员）,15000
