salary,city,post_time,max_salary,url,company,title,min_salary
4500-5999/月,惠州,12-20,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,6.html",天宝电子（惠州）有限公司,审计员,4500
3000-4499/月,广州-海珠区,12-20,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,6.html",上海新冬日纺织品有限公司,审计员,3000
3000-4499/月,济南-历下区,12-20,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,6.html",山东琦泉能源科技有限公司,工程审计员,3000
4500-5999/月,广州-天河区,12-28,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,14.html",天健会计师事务所（特殊普通合伙）...,高级审计员,4500
6000-7999/月,上海-浦东新区,12-27,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,14.html",天职国际会计师事务所（特殊普通合...,审计员Auditor,6000
10000-14999/月,上海-浦东新区,12-27,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,14.html",天职国际会计师事务所（特殊普通合...,高级审计员Senior Auditor,10000
6000-7999/月,广州,12-31,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,2.html",圣原健康产业有限公司,审计员,6000
2000-2999/月,湘潭,12-31,2999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,2.html",迅达科技集团股份有限公司,审计员,2000
8000-9999/月,深圳,12-31,9999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,2.html",大华会计师事务所（特殊普通合伙）...,高级审计员,8000
8000-15000/月,上海,12-30,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,2.html",瑞穗银行（中国）有限公司,内部审计员,8000
3500-4500/月,上海,12-30,4500,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,2.html",上海百金化工集团有限公司,审计员（应届）,3500
8000-9999/月,深圳-罗湖区,12-30,9999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,3.html",深圳市长帆国际物流有限公司,高级审计员,8000
3000-4499/月,成都-青羊区,12-30,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,3.html",中天运会计师事务所（特殊普通合伙...,审计员,3000
3000-4499/月,惠州,12-30,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,3.html",广东惠民运营股份有限公司,会计/审计员,3000
10000-20000/月,广州,12-30,20000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,3.html",广州银行信用卡中心,高级审计员/内审员,10000
4500-5999/月,深圳,12-30,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,13.html",深圳市全渠道信息技术有限公司,审计员/ 审计助理/ 审计专员,4500
4500-5999/月,深圳,12-30,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,13.html",深圳市全渠道信息技术有限公司,审计员/ 审计助理/ 审计专员,4500
4500-5999/月,深圳,12-30,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,13.html",深圳市全渠道信息技术有限公司,审计员/ 审计助理/ 审计专员,4500
5000-10000/月,长沙,12-27,10000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,5.html",湖南湘能卓信会计师事务所有限公司,审计员,5000
3000-4499/月,青岛,12-27,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,5.html",青岛康平高铁科技股份有限公司,审计员,3000
4500-5999/月,北京-海淀区,12-27,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,5.html",大信会计师事务所（特殊普通合伙）,审计员,4500
,上海-浦东新区,12-22,,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,15.html",信永中和会计师事务所,国际业务高级审计员,
